,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Epoch,formatted_Time,day,source_target,demo_category
20,636721,3,618398,1854984,14.0,,,,,,,1737555384,"2025-01-22,11:16:24",2025-01-22,636721-618398,NA
21,579305,1,544636,1993324,1.0,0.0,3.0,39.8886,-41.778,-23.8755,-111.541,1737693724,"2025-01-24,01:42:04",2025-01-24,579305-544636,NA
22,584457,0,639642,2333783,1.0,,,,,,,1738034183,"2025-01-28,00:16:23",2025-01-28,584457-639642,NA
23,636721,2,655265,2776828,724.0,,,,,,,1738477228,"2025-02-02,03:20:28",2025-02-02,636721-655265,NA
24,636721,3,588802,2852810,596.0,,,,,,,1738553210,"2025-02-03,00:26:50",2025-02-03,636721-588802,NA
25,516873,0,483005,2888446,1.0,,,,,,,1738588846,"2025-02-03,10:20:46",2025-02-03,516873-483005,NA
26,492850,0,580798,2983830,1.0,,,,,,,1738684230,"2025-02-04,12:50:30",2025-02-04,492850-580798,NA
27,636721,3,499177,3136351,1.0,,,,,,,1738836751,"2025-02-06,07:12:31",2025-02-06,636721-499177,NA
28,536906,0,584457,3979471,1.0,,,,,,,1739679871,"2025-02-16,01:24:31",2025-02-16,536906-584457,NA
29,569329,1,482012,4426243,1.0,0.0,3.0,28.7426,-41.4508,-24.5756,-110.945,1740126643,"2025-02-21,05:30:43",2025-02-21,569329-482012,NA
30,536906,1,492850,4618802,1.0,5.0,3.0,22.429000000000002,154.859,-24.9904,-111.346,1740319202,"2025-02-23,11:00:02",2025-02-23,536906-492850,NA
31,544636,0,544636,5097789,1.0,,,,,,,1740798189,"2025-03-01,00:03:09",2025-03-01,544636-544636,NA
32,580798,0,482012,5399751,1.0,,,,,,,1741100151,"2025-03-04,11:55:51",2025-03-04,580798-482012,NA
33,546593,0,580798,5802122,1.0,,,,,,,1741502522,"2025-03-09,03:42:02",2025-03-09,546593-580798,NA
34,536906,0,541907,5962332,1.0,,,,,,,1741662732,"2025-03-11,00:12:12",2025-03-11,536906-541907,NA
35,464579,0,611572,6753983,1.0,,,,,,,1742454383,"2025-03-20,04:06:23",2025-03-20,464579-611572,NA
36,584457,0,601496,6765740,1.0,,,,,,,1742466140,"2025-03-20,07:22:20",2025-03-20,584457-601496,NA
37,546593,1,588172,6834265,1.0,0.0,4.0,32.2146,-42.6609,3.00486,-159.23,1742534665,"2025-03-21,02:24:25",2025-03-21,546593-588172,NA
38,584457,0,639642,6834450,1.0,,,,,,,1742534850,"2025-03-21,02:27:30",2025-03-21,584457-639642,NA
39,579305,1,639642,6849146,1.0,0.0,5.0,39.8886,-41.778,21.5434,154.279,1742549546,"2025-03-21,06:32:26",2025-03-21,579305-639642,NA
40,569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,1742612400,"2025-03-22,00:00:00",2025-03-22,569329-561157,NA
41,569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,1742612400,"2025-03-22,00:00:00",2025-03-22,569329-561157,NA
42,569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,1742612400,"2025-03-22,00:00:00",2025-03-22,569329-561157,NA
43,569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,1742612400,"2025-03-22,00:00:00",2025-03-22,569329-561157,NA
44,569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,1742612400,"2025-03-22,00:00:00",2025-03-22,569329-561157,NA
45,636721,0,546593,7373660,1.0,,,,,,,1743074060,"2025-03-27,08:14:20",2025-03-27,636721-546593,NA
46,536906,1,516873,7396962,1.0,5.0,2.0,22.429000000000002,154.859,-22.066,93.12899999999999,1743097362,"2025-03-27,14:42:42",2025-03-27,536906-516873,NA
47,536906,0,585606,8143055,1.0,,,,,,,1743843455,"2025-04-05,05:57:35",2025-04-05,536906-585606,NA
48,579305,0,584457,8577969,1.0,,,,,,,1744278369,"2025-04-10,06:46:09",2025-04-10,579305-584457,NA
49,580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1744340400,"2025-04-11,00:00:00",2025-04-11,580798-509607,NA
50,580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1744340400,"2025-04-11,00:00:00",2025-04-11,580798-509607,NA
51,580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1744340400,"2025-04-11,00:00:00",2025-04-11,580798-509607,NA
52,580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1744340400,"2025-04-11,00:00:00",2025-04-11,580798-509607,NA
53,580798,6,509607,8640000,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,1744340400,"2025-04-11,00:00:00",2025-04-11,580798-509607,NA
54,464579,1,580237,8830805,1.0,0.0,1.0,33.7833,-45.4927,-32.7065,-10.3259,1744531205,"2025-04-13,05:00:05",2025-04-13,464579-580237,NA
55,482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,1744686000,"2025-04-15,00:00:00",2025-04-15,482012-561157,NA
56,482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,1744686000,"2025-04-15,00:00:00",2025-04-15,482012-561157,NA
57,482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,1744686000,"2025-04-15,00:00:00",2025-04-15,482012-561157,NA
58,482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,1744686000,"2025-04-15,00:00:00",2025-04-15,482012-561157,NA
59,482012,6,561157,8985600,3.0,5.0,0.0,22.0,156.0,33.0,-41.0,1744686000,"2025-04-15,00:00:00",2025-04-15,482012-561157,NA
60,566580,0,584457,8989733,1.0,,,,,,,1744690133,"2025-04-15,01:08:53",2025-04-15,566580-584457,NA
61,492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1745204400,"2025-04-21,00:00:00",2025-04-21,492850-625756,NA
62,492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1745204400,"2025-04-21,00:00:00",2025-04-21,492850-625756,NA
63,492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1745204400,"2025-04-21,00:00:00",2025-04-21,492850-625756,NA
64,492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1745204400,"2025-04-21,00:00:00",2025-04-21,492850-625756,NA
65,492850,6,625756,9504000,-1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1745204400,"2025-04-21,00:00:00",2025-04-21,492850-625756,NA
66,557269,0,639642,9592069,1.0,,,,,,,1745292469,"2025-04-22,00:27:49",2025-04-22,557269-639642,NA
67,636721,3,482579,9689338,24.0,,,,,,,1745389738,"2025-04-23,03:28:58",2025-04-23,636721-482579,NA
68,657526,1,536906,9720039,1.0,1.0,5.0,-25.7329,-14.9697,22.429000000000002,154.859,1745420439,"2025-04-23,12:00:39",2025-04-23,657526-536906,NA
69,636721,2,655265,10115448,2.0,,,,,,,1745815848,"2025-04-28,01:50:48",2025-04-28,636721-655265,NA
70,536906,1,579305,10144850,1.0,5.0,0.0,22.429000000000002,154.859,39.8886,-41.778,1745845250,"2025-04-28,10:00:50",2025-04-28,536906-579305,NA
71,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1746154800,"2025-05-02,00:00:00",2025-05-02,482012-509607,NA
72,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1746154800,"2025-05-02,00:00:00",2025-05-02,482012-509607,NA
73,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1746154800,"2025-05-02,00:00:00",2025-05-02,482012-509607,NA
74,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1746154800,"2025-05-02,00:00:00",2025-05-02,482012-509607,NA
75,482012,6,509607,10454400,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1746154800,"2025-05-02,00:00:00",2025-05-02,482012-509607,NA
76,636721,2,655265,10807225,1312.0,,,,,,,1746507625,"2025-05-06,02:00:25",2025-05-06,636721-655265,NA
77,536906,1,628320,10813210,1.0,5.0,4.0,22.429000000000002,154.859,0.22407800000000003,-163.624,1746513610,"2025-05-06,03:40:10",2025-05-06,536906-628320,NA
78,536906,0,571369,10822678,1.0,,,,,,,1746523078,"2025-05-06,06:17:58",2025-05-06,536906-571369,NA
79,544636,1,557269,10844499,1.0,3.0,4.0,-23.8755,-111.541,2.40053,-161.28799999999998,1746544899,"2025-05-06,12:21:39",2025-05-06,544636-557269,NA
80,464579,1,579305,10899026,1.0,0.0,0.0,33.7833,-45.4927,39.8886,-41.778,1746599426,"2025-05-07,03:30:26",2025-05-07,464579-579305,NA
81,557269,1,544636,11156529,1.0,4.0,3.0,2.40053,-161.28799999999998,-23.8755,-111.541,1746856929,"2025-05-10,03:02:09",2025-05-10,557269-544636,NA
82,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1746932400,"2025-05-11,00:00:00",2025-05-11,482012-625756,NA
83,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1746932400,"2025-05-11,00:00:00",2025-05-11,482012-625756,NA
84,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1746932400,"2025-05-11,00:00:00",2025-05-11,482012-625756,NA
85,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1746932400,"2025-05-11,00:00:00",2025-05-11,482012-625756,NA
86,482012,6,625756,11232000,-1.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1746932400,"2025-05-11,00:00:00",2025-05-11,482012-625756,NA
87,636721,3,638734,11233222,191.0,,,,,,,1746933622,"2025-05-11,00:20:22",2025-05-11,636721-638734,NA
88,464579,0,596726,11410310,1.0,,,,,,,1747110710,"2025-05-13,01:31:50",2025-05-13,464579-596726,NA
89,464579,1,537816,11928506,1.0,0.0,3.0,33.7833,-45.4927,-25.1781,-110.14399999999999,1747628906,"2025-05-19,01:28:26",2025-05-19,464579-537816,NA
90,544636,1,579305,12131001,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778,1747831401,"2025-05-21,09:43:21",2025-05-21,544636-579305,NA
91,588172,1,569329,12196958,1.0,4.0,0.0,3.00486,-159.23,28.7426,-41.4508,1747897358,"2025-05-22,04:02:38",2025-05-22,588172-569329,NA
92,636721,3,557626,12293584,134.0,,,,,,,1747993984,"2025-05-23,06:53:04",2025-05-23,636721-557626,NA
93,536906,1,655963,12538827,1.0,5.0,0.0,22.429000000000002,154.859,29.4162,-45.8675,1748239227,"2025-05-26,03:00:27",2025-05-26,536906-655963,NA
94,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1748314800,"2025-05-27,00:00:00",2025-05-27,569329-657173,NA
95,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1748314800,"2025-05-27,00:00:00",2025-05-27,569329-657173,NA
96,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1748314800,"2025-05-27,00:00:00",2025-05-27,569329-657173,NA
97,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1748314800,"2025-05-27,00:00:00",2025-05-27,569329-657173,NA
98,569329,6,657173,12614400,1.0,0.0,1.0,33.0,-41.0,-29.0,-13.0,1748314800,"2025-05-27,00:00:00",2025-05-27,569329-657173,NA
99,628320,1,584457,12672587,1.0,4.0,3.0,0.22407800000000003,-163.624,-24.475,-111.147,1748372987,"2025-05-27,16:09:47",2025-05-27,628320-584457,NA
100,546593,0,657526,12700843,1.0,,,,,,,1748401243,"2025-05-28,00:00:43",2025-05-28,546593-657526,NA
101,636721,0,464579,12996152,1.0,,,,,,,1748696552,"2025-05-31,10:02:32",2025-05-31,636721-464579,NA
102,588172,1,482012,13309424,1.0,4.0,3.0,3.00486,-159.23,-24.5756,-110.945,1749009824,"2025-06-04,01:03:44",2025-06-04,588172-482012,NA
103,639642,0,557269,13333142,1.0,,,,,,,1749033542,"2025-06-04,07:39:02",2025-06-04,639642-557269,NA
104,464579,1,558089,13764174,1.0,0.0,3.0,33.7833,-45.4927,-24.0376,-110.73,1749464574,"2025-06-09,07:22:54",2025-06-09,464579-558089,NA
105,639642,0,557269,13924472,1.0,,,,,,,1749624872,"2025-06-11,03:54:32",2025-06-11,639642-557269,NA
106,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1749870000,"2025-06-14,00:00:00",2025-06-14,569329-561157,NA
107,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1749870000,"2025-06-14,00:00:00",2025-06-14,569329-561157,NA
108,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1749870000,"2025-06-14,00:00:00",2025-06-14,569329-561157,NA
109,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1749870000,"2025-06-14,00:00:00",2025-06-14,569329-561157,NA
110,569329,6,561157,14169600,-1.0,4.0,0.0,1.0,-165.0,33.0,-41.0,1749870000,"2025-06-14,00:00:00",2025-06-14,569329-561157,NA
111,464579,0,459726,14434570,1.0,,,,,,,1750134970,"2025-06-17,01:36:10",2025-06-17,464579-459726,NA
112,585606,1,544636,14637506,1.0,3.0,3.0,-25.2324,-110.18,-23.8755,-111.541,1750337906,"2025-06-19,09:58:26",2025-06-19,585606-544636,NA
113,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1750474800,"2025-06-21,00:00:00",2025-06-21,580798-499467,NA
114,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1750474800,"2025-06-21,00:00:00",2025-06-21,580798-499467,NA
115,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1750474800,"2025-06-21,00:00:00",2025-06-21,580798-499467,NA
116,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1750474800,"2025-06-21,00:00:00",2025-06-21,580798-499467,NA
117,580798,6,499467,14774400,-1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,1750474800,"2025-06-21,00:00:00",2025-06-21,580798-499467,NA
118,636721,1,580798,15145416,1.0,1.0,2.0,-29.6764,-11.6307,-21.1545,88.0749,1750845816,"2025-06-25,07:03:36",2025-06-25,636721-580798,NA
119,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1750906800,"2025-06-26,00:00:00",2025-06-26,464579-625756,NA
120,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1750906800,"2025-06-26,00:00:00",2025-06-26,464579-625756,NA
121,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1750906800,"2025-06-26,00:00:00",2025-06-26,464579-625756,NA
122,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1750906800,"2025-06-26,00:00:00",2025-06-26,464579-625756,NA
123,464579,6,625756,15206400,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,1750906800,"2025-06-26,00:00:00",2025-06-26,464579-625756,NA
124,464579,1,578749,15433302,1.0,0.0,1.0,33.7833,-45.4927,-35.6034,-11.7988,1751133702,"2025-06-28,15:01:42",2025-06-28,464579-578749,NA
125,639642,0,557269,15489015,1.0,,,,,,,1751189415,"2025-06-29,06:30:15",2025-06-29,639642-557269,NA
126,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1751598000,"2025-07-04,00:00:00",2025-07-04,569329-561157,NA
127,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1751598000,"2025-07-04,00:00:00",2025-07-04,569329-561157,NA
128,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1751598000,"2025-07-04,00:00:00",2025-07-04,569329-561157,NA
129,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1751598000,"2025-07-04,00:00:00",2025-07-04,569329-561157,NA
130,569329,6,561157,15897600,-1.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,1751598000,"2025-07-04,00:00:00",2025-07-04,569329-561157,NA
131,636721,3,492039,16031937,1.0,,,,,,,1751732337,"2025-07-05,13:18:57",2025-07-05,636721-492039,NA
132,536906,1,601496,16050163,1.0,5.0,3.0,22.429000000000002,154.859,-24.9297,-111.014,1751750563,"2025-07-05,18:22:43",2025-07-05,536906-601496,NA
133,536906,0,483005,16175332,1.0,,,,,,,1751875732,"2025-07-07,05:08:52",2025-07-07,536906-483005,NA
134,579305,1,601496,16449641,1.0,0.0,3.0,39.8886,-41.778,-24.9297,-111.014,1752150041,"2025-07-10,09:20:41",2025-07-10,579305-601496,NA
135,557269,1,655963,16775149,1.0,4.0,0.0,2.40053,-161.28799999999998,29.4162,-45.8675,1752475549,"2025-07-14,03:45:49",2025-07-14,557269-655963,NA
136,557269,0,601496,16848023,1.0,,,,,,,1752548423,"2025-07-15,00:00:23",2025-07-15,557269-601496,NA
137,655963,0,579305,17214748,1.0,,,,,,,1752915148,"2025-07-19,05:52:28",2025-07-19,655963-579305,NA
138,636721,0,492850,17810319,1.0,,,,,,,1753510719,"2025-07-26,03:18:39",2025-07-26,636721-492850,NA
139,464579,1,571670,17895063,1.0,0.0,4.0,33.7833,-45.4927,5.33031,-168.957,1753595463,"2025-07-27,02:51:03",2025-07-27,464579-571670,NA
140,655963,1,579305,18096375,1.0,0.0,0.0,29.4162,-45.8675,39.8886,-41.778,1753796775,"2025-07-29,10:46:15",2025-07-29,655963-579305,NA
141,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1753930800,"2025-07-31,00:00:00",2025-07-31,482012-616453,NA
142,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1753930800,"2025-07-31,00:00:00",2025-07-31,482012-616453,NA
143,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1753930800,"2025-07-31,00:00:00",2025-07-31,482012-616453,NA
144,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1753930800,"2025-07-31,00:00:00",2025-07-31,482012-616453,NA
145,482012,6,616453,18230400,2.0,3.0,5.0,-25.0,-111.0,22.0,156.0,1753930800,"2025-07-31,00:00:00",2025-07-31,482012-616453,NA
146,579305,0,584457,18419436,1.0,,,,,,,1754119836,"2025-08-02,04:30:36",2025-08-02,579305-584457,NA
147,584457,1,579305,18451117,1.0,3.0,0.0,-24.475,-111.147,39.8886,-41.778,1754151517,"2025-08-02,13:18:37",2025-08-02,584457-579305,NA
148,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1754190000,"2025-08-03,00:00:00",2025-08-03,569329-509607,NA
149,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1754190000,"2025-08-03,00:00:00",2025-08-03,569329-509607,NA
150,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1754190000,"2025-08-03,00:00:00",2025-08-03,569329-509607,NA
151,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1754190000,"2025-08-03,00:00:00",2025-08-03,569329-509607,NA
152,569329,6,509607,18489600,4.0,0.0,4.0,33.0,-41.0,1.0,-165.0,1754190000,"2025-08-03,00:00:00",2025-08-03,569329-509607,NA
153,655963,1,601496,18505443,1.0,0.0,3.0,29.4162,-45.8675,-24.9297,-111.014,1754205843,"2025-08-03,04:24:03",2025-08-03,655963-601496,NA
154,536906,1,639642,18780504,1.0,5.0,5.0,22.429000000000002,154.859,21.5434,154.279,1754480904,"2025-08-06,08:48:24",2025-08-06,536906-639642,NA
155,492850,0,464579,19217486,1.0,,,,,,,1754917886,"2025-08-11,10:11:26",2025-08-11,492850-464579,NA
156,579305,1,639642,19337771,1.0,0.0,5.0,39.8886,-41.778,21.5434,154.279,1755038171,"2025-08-12,19:36:11",2025-08-12,579305-639642,NA
157,541907,0,628320,19810824,1.0,,,,,,,1755511224,"2025-08-18,07:00:24",2025-08-18,541907-628320,NA
158,636721,3,588802,20247857,62.0,,,,,,,1755948257,"2025-08-23,08:24:17",2025-08-23,636721-588802,NA
159,464579,0,588172,20483291,1.0,,,,,,,1756183691,"2025-08-26,01:48:11",2025-08-26,464579-588172,NA
160,585606,0,516873,20737235,1.0,,,,,,,1756437635,"2025-08-29,00:20:35",2025-08-29,585606-516873,NA
161,655963,1,655963,20926012,1.0,0.0,0.0,29.4162,-45.8675,29.4162,-45.8675,1756626412,"2025-08-31,04:46:52",2025-08-31,655963-655963,NA
162,492850,1,569329,21377528,1.0,3.0,0.0,-24.9904,-111.346,28.7426,-41.4508,1757077928,"2025-09-05,10:12:08",2025-09-05,492850-569329,NA
163,464579,1,500336,21428024,1.0,0.0,5.0,33.7833,-45.4927,20.7839,156.256,1757128424,"2025-09-06,00:13:44",2025-09-06,464579-500336,NA
164,580798,0,588172,22137620,1.0,,,,,,,1757838020,"2025-09-14,05:20:20",2025-09-14,580798-588172,NA
165,536906,1,566580,22206280,1.0,5.0,3.0,22.429000000000002,154.859,-24.0661,-111.936,1757906680,"2025-09-15,00:24:40",2025-09-15,536906-566580,NA
166,569329,0,588172,22225957,1.0,,,,,,,1757926357,"2025-09-15,05:52:37",2025-09-15,569329-588172,NA
167,569329,0,636721,22325784,1.0,,,,,,,1758026184,"2025-09-16,09:36:24",2025-09-16,569329-636721,NA
168,482012,1,492850,22474096,1.0,3.0,3.0,-24.5756,-110.945,-24.9904,-111.346,1758174496,"2025-09-18,02:48:16",2025-09-18,482012-492850,NA
169,544636,1,579305,22922666,1.0,3.0,0.0,-23.8755,-111.541,39.8886,-41.778,1758623066,"2025-09-23,07:24:26",2025-09-23,544636-579305,NA
170,636721,3,605235,23173937,1.0,,,,,,,1758874337,"2025-09-26,05:12:17",2025-09-26,636721-605235,NA
171,464579,0,623468,24036025,1.0,,,,,,,1759736425,"2025-10-06,04:40:25",2025-10-06,464579-623468,NA
172,588172,0,636721,24118217,1.0,,,,,,,1759818617,"2025-10-07,03:30:17",2025-10-07,588172-636721,NA
173,536906,1,477374,24135034,1.0,5.0,5.0,22.429000000000002,154.859,20.1005,154.004,1759835434,"2025-10-07,08:10:34",2025-10-07,536906-477374,NA
174,579305,0,639642,24195600,1.0,,,,,,,1759896000,"2025-10-08,01:00:00",2025-10-08,579305-639642,NA
175,483005,1,579305,24206542,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778,1759906942,"2025-10-08,04:02:22",2025-10-08,483005-579305,NA
176,483005,1,579305,24255941,1.0,5.0,0.0,19.1386,155.099,39.8886,-41.778,1759956341,"2025-10-08,17:45:41",2025-10-08,483005-579305,NA
177,588172,1,464579,24926025,1.0,4.0,0.0,3.00486,-159.23,33.7833,-45.4927,1760626425,"2025-10-16,11:53:45",2025-10-16,588172-464579,NA
178,636721,1,536906,25235524,1.0,1.0,5.0,-29.6764,-11.6307,22.429000000000002,154.859,1760935924,"2025-10-20,01:52:04",2025-10-20,636721-536906,NA
179,639642,0,639642,25753347,1.0,,,,,,,1761453747,"2025-10-26,01:42:27",2025-10-26,639642-639642,NA
180,492850,1,588172,25926522,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23,1761626922,"2025-10-28,01:48:42",2025-10-28,492850-588172,NA
181,492850,1,588172,25945503,1.0,3.0,4.0,-24.9904,-111.346,3.00486,-159.23,1761645903,"2025-10-28,07:05:03",2025-10-28,492850-588172,NA
182,464579,1,611238,26271897,1.0,0.0,1.0,33.7833,-45.4927,-27.0582,-10.3526,1761972297,"2025-11-01,01:44:57",2025-11-01,464579-611238,NA
183,636721,3,590595,26476581,277.0,,,,,,,1762176981,"2025-11-03,10:36:21",2025-11-03,636721-590595,NA
184,464579,0,536906,26706183,1.0,,,,,,,1762406583,"2025-11-06,02:23:03",2025-11-06,464579-536906,NA
185,557269,1,639642,26912434,1.0,4.0,5.0,2.40053,-161.28799999999998,21.5434,154.279,1762612834,"2025-11-08,11:40:34",2025-11-08,557269-639642,NA
