,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Epoch,formatted_Time,day,source_target,demo_category
20,37,0,41,268112,1,,,,,,,1735968512,"2025-01-04,02:28:32",2025-01-04,37-41,NA
21,37,0,34,272059,1,,,,,,,1735972459,"2025-01-04,03:34:19",2025-01-04,37-34,NA
22,34,1,27,276813,1,5.0,5.0,,,,,1735977213,"2025-01-04,04:53:33",2025-01-04,34-27,NA
23,34,1,27,288578,1,5.0,5.0,,,,,1735988978,"2025-01-04,08:09:38",2025-01-04,34-27,NA
24,41,1,37,293985,1,5.0,5.0,,,,,1735994385,"2025-01-04,09:39:45",2025-01-04,41-37,NA
25,34,1,37,318223,1,5.0,5.0,,,,,1736018623,"2025-01-04,16:23:43",2025-01-04,34-37,NA
26,34,1,41,345461,1,5.0,5.0,,,,,1736045861,"2025-01-04,23:57:41",2025-01-04,34-41,NA
27,37,1,34,346631,1,5.0,5.0,,,,,1736047031,"2025-01-05,00:17:11",2025-01-05,37-34,NA
28,34,1,37,350177,1,5.0,5.0,,,,,1736050577,"2025-01-05,01:16:17",2025-01-05,34-37,NA
29,41,1,27,362034,1,5.0,5.0,,,,,1736062434,"2025-01-05,04:33:54",2025-01-05,41-27,NA
30,40,0,0,368628,1,,,,,,,1736069028,"2025-01-05,06:23:48",2025-01-05,40-0,NA
31,41,1,34,374986,1,5.0,5.0,,,,,1736075386,"2025-01-05,08:09:46",2025-01-05,41-34,NA
32,37,0,34,395798,1,,,,,,,1736096198,"2025-01-05,13:56:38",2025-01-05,37-34,NA
33,37,0,34,399788,1,,,,,,,1736100188,"2025-01-05,15:03:08",2025-01-05,37-34,NA
34,37,0,41,401565,1,,,,,,,1736101965,"2025-01-05,15:32:45",2025-01-05,37-41,NA
35,37,0,27,411242,1,,,,,,,1736111642,"2025-01-05,18:14:02",2025-01-05,37-27,NA
36,34,0,37,412501,1,,,,,,,1736112901,"2025-01-05,18:35:01",2025-01-05,34-37,NA
37,37,1,27,417194,1,5.0,5.0,,,,,1736117594,"2025-01-05,19:53:14",2025-01-05,37-27,NA
38,34,1,37,431903,1,5.0,5.0,,,,,1736132303,"2025-01-05,23:58:23",2025-01-05,34-37,NA
39,34,1,37,459754,1,5.0,5.0,,,,,1736160154,"2025-01-06,07:42:34",2025-01-06,34-37,NA
40,37,0,41,476347,1,,,,,,,1736176747,"2025-01-06,12:19:07",2025-01-06,37-41,NA
41,41,0,39,494408,1,,,,,,,1736194808,"2025-01-06,17:20:08",2025-01-06,41-39,NA
42,34,0,27,509489,1,,,,,,,1736209889,"2025-01-06,21:31:29",2025-01-06,34-27,NA
43,34,1,27,533633,1,5.0,5.0,,,,,1736234033,"2025-01-07,04:13:53",2025-01-07,34-27,NA
44,41,0,37,540456,1,,,,,,,1736240856,"2025-01-07,06:07:36",2025-01-07,41-37,NA
45,37,0,41,552924,1,,,,,,,1736253324,"2025-01-07,09:35:24",2025-01-07,37-41,NA
46,34,1,27,558469,1,5.0,5.0,,,,,1736258869,"2025-01-07,11:07:49",2025-01-07,34-27,NA
47,37,0,34,573446,1,,,,,,,1736273846,"2025-01-07,15:17:26",2025-01-07,37-34,NA
48,65,1,39,575922,1,5.0,5.0,,,,,1736276322,"2025-01-07,15:58:42",2025-01-07,65-39,NA
49,27,1,41,576871,1,5.0,5.0,,,,,1736277271,"2025-01-07,16:14:31",2025-01-07,27-41,NA
50,41,1,34,585647,1,5.0,5.0,,,,,1736286047,"2025-01-07,18:40:47",2025-01-07,41-34,NA
51,41,0,34,588261,1,,,,,,,1736288661,"2025-01-07,19:24:21",2025-01-07,41-34,NA
52,27,1,34,589534,1,5.0,5.0,,,,,1736289934,"2025-01-07,19:45:34",2025-01-07,27-34,NA
53,41,1,34,600413,1,5.0,5.0,,,,,1736300813,"2025-01-07,22:46:53",2025-01-07,41-34,NA
54,41,1,34,609669,1,5.0,5.0,,,,,1736310069,"2025-01-08,01:21:09",2025-01-08,41-34,NA
55,41,0,34,611246,1,,,,,,,1736311646,"2025-01-08,01:47:26",2025-01-08,41-34,NA
56,37,0,27,614378,1,,,,,,,1736314778,"2025-01-08,02:39:38",2025-01-08,37-27,NA
57,41,0,34,631688,1,,,,,,,1736332088,"2025-01-08,07:28:08",2025-01-08,41-34,NA
58,34,1,27,637600,1,5.0,5.0,,,,,1736338000,"2025-01-08,09:06:40",2025-01-08,34-27,NA
59,41,1,37,642322,1,5.0,5.0,,,,,1736342722,"2025-01-08,10:25:22",2025-01-08,41-37,NA
60,37,0,34,647884,1,,,,,,,1736348284,"2025-01-08,11:58:04",2025-01-08,37-34,NA
61,27,1,37,665052,1,5.0,5.0,,,,,1736365452,"2025-01-08,16:44:12",2025-01-08,27-37,NA
62,41,1,0,700042,1,5.0,5.0,,,,,1736400442,"2025-01-09,02:27:22",2025-01-09,41-0,NA
63,65,1,41,1539767,1,5.0,5.0,,,,,1737240167,"2025-01-18,19:42:47",2025-01-18,65-41,NA
64,65,0,41,1815123,1,,,,,,,1737515523,"2025-01-22,00:12:03",2025-01-22,65-41,NA
65,65,0,39,2025218,1,,,,,,,1737725618,"2025-01-24,10:33:38",2025-01-24,65-39,NA
66,65,0,41,2219841,1,,,,,,,1737920241,"2025-01-26,16:37:21",2025-01-26,65-41,NA
67,40,0,39,2274508,1,,,,,,,1737974908,"2025-01-27,07:48:28",2025-01-27,40-39,NA
68,40,1,39,2299346,1,5.0,5.0,,,,,1737999746,"2025-01-27,14:42:26",2025-01-27,40-39,NA
69,65,0,41,2531012,1,,,,,,,1738231412,"2025-01-30,07:03:32",2025-01-30,65-41,NA
70,40,0,41,2606356,1,,,,,,,1738306756,"2025-01-31,03:59:16",2025-01-31,40-41,NA
71,40,0,0,2728873,1,,,,,,,1738429273,"2025-02-01,14:01:13",2025-02-01,40-0,NA
72,41,0,39,2811368,1,,,,,,,1738511768,"2025-02-02,12:56:08",2025-02-02,41-39,NA
73,41,0,39,2916910,1,,,,,,,1738617310,"2025-02-03,18:15:10",2025-02-03,41-39,NA
74,67,0,39,2918105,1,,,,,,,1738618505,"2025-02-03,18:35:05",2025-02-03,67-39,NA
75,47,0,39,2950842,1,,,,,,,1738651242,"2025-02-04,03:40:42",2025-02-04,47-39,NA
76,39,0,66,2988949,1,,,,,,,1738689349,"2025-02-04,14:15:49",2025-02-04,39-66,NA
77,67,0,47,3046943,1,,,,,,,1738747343,"2025-02-05,06:22:23",2025-02-05,67-47,NA
78,41,1,0,3056926,1,5.0,5.0,,,,,1738757326,"2025-02-05,09:08:46",2025-02-05,41-0,NA
79,41,0,65,3194279,1,,,,,,,1738894679,"2025-02-06,23:17:59",2025-02-06,41-65,NA
80,67,0,39,3239797,1,,,,,,,1738940197,"2025-02-07,11:56:37",2025-02-07,67-39,NA
81,40,0,39,3253335,1,,,,,,,1738953735,"2025-02-07,15:42:15",2025-02-07,40-39,NA
82,67,0,47,3274683,1,,,,,,,1738975083,"2025-02-07,21:38:03",2025-02-07,67-47,NA
83,65,1,0,3305014,1,5.0,5.0,,,,,1739005414,"2025-02-08,06:03:34",2025-02-08,65-0,NA
84,41,1,40,3329197,1,5.0,5.0,,,,,1739029597,"2025-02-08,12:46:37",2025-02-08,41-40,NA
85,40,1,65,3411168,1,5.0,5.0,,,,,1739111568,"2025-02-09,11:32:48",2025-02-09,40-65,NA
86,65,1,0,3498622,1,5.0,5.0,,,,,1739199022,"2025-02-10,11:50:22",2025-02-10,65-0,NA
87,41,1,65,3516325,1,5.0,5.0,,,,,1739216725,"2025-02-10,16:45:25",2025-02-10,41-65,NA
88,41,1,39,3600085,1,5.0,5.0,,,,,1739300485,"2025-02-11,16:01:25",2025-02-11,41-39,NA
89,41,0,0,3659034,1,,,,,,,1739359434,"2025-02-12,08:23:54",2025-02-12,41-0,NA
90,39,0,47,3759876,1,,,,,,,1739460276,"2025-02-13,12:24:36",2025-02-13,39-47,NA
91,67,0,47,3961182,1,,,,,,,1739661582,"2025-02-15,20:19:42",2025-02-15,67-47,NA
92,40,0,39,4053111,1,,,,,,,1739753511,"2025-02-16,21:51:51",2025-02-16,40-39,NA
93,67,0,39,4070126,1,,,,,,,1739770526,"2025-02-17,02:35:26",2025-02-17,67-39,NA
94,47,0,39,4070519,1,,,,,,,1739770919,"2025-02-17,02:41:59",2025-02-17,47-39,NA
95,39,0,66,4090886,1,,,,,,,1739791286,"2025-02-17,08:21:26",2025-02-17,39-66,NA
96,47,0,39,4095752,1,,,,,,,1739796152,"2025-02-17,09:42:32",2025-02-17,47-39,NA
97,67,0,39,4127140,1,,,,,,,1739827540,"2025-02-17,18:25:40",2025-02-17,67-39,NA
98,41,1,0,4131639,1,5.0,5.0,,,,,1739832039,"2025-02-17,19:40:39",2025-02-17,41-0,NA
99,40,1,0,4154217,1,5.0,5.0,,,,,1739854617,"2025-02-18,01:56:57",2025-02-18,40-0,NA
100,67,0,39,4183004,1,,,,,,,1739883404,"2025-02-18,09:56:44",2025-02-18,67-39,NA
101,40,1,41,4270052,1,5.0,5.0,,,,,1739970452,"2025-02-19,10:07:32",2025-02-19,40-41,NA
102,41,1,40,4277208,1,5.0,5.0,,,,,1739977608,"2025-02-19,12:06:48",2025-02-19,41-40,NA
103,41,1,39,4277404,1,5.0,5.0,,,,,1739977804,"2025-02-19,12:10:04",2025-02-19,41-39,NA
104,47,0,39,4382315,1,,,,,,,1740082715,"2025-02-20,17:18:35",2025-02-20,47-39,NA
105,40,1,65,4484132,1,5.0,5.0,,,,,1740184532,"2025-02-21,21:35:32",2025-02-21,40-65,NA
106,65,1,40,4496982,1,5.0,5.0,,,,,1740197382,"2025-02-22,01:09:42",2025-02-22,65-40,NA
107,41,1,65,4551749,1,5.0,5.0,,,,,1740252149,"2025-02-22,16:22:29",2025-02-22,41-65,NA
108,39,0,47,4586298,1,,,,,,,1740286698,"2025-02-23,01:58:18",2025-02-23,39-47,NA
109,39,0,66,4621522,1,,,,,,,1740321922,"2025-02-23,11:45:22",2025-02-23,39-66,NA
110,41,1,65,4782814,1,5.0,5.0,,,,,1740483214,"2025-02-25,08:33:34",2025-02-25,41-65,NA
111,40,0,39,4886159,1,,,,,,,1740586559,"2025-02-26,13:15:59",2025-02-26,40-39,NA
112,40,1,65,4957547,1,5.0,5.0,,,,,1740657947,"2025-02-27,09:05:47",2025-02-27,40-65,NA
113,41,0,39,4976943,1,,,,,,,1740677343,"2025-02-27,14:29:03",2025-02-27,41-39,NA
114,65,1,0,4987301,1,5.0,5.0,,,,,1740687701,"2025-02-27,17:21:41",2025-02-27,65-0,NA
115,47,0,39,5007419,1,,,,,,,1740707819,"2025-02-27,22:56:59",2025-02-27,47-39,NA
116,65,0,0,5031586,1,,,,,,,1740731986,"2025-02-28,05:39:46",2025-02-28,65-0,NA
117,47,0,39,5196460,1,,,,,,,1740896860,"2025-03-02,03:27:40",2025-03-02,47-39,NA
118,39,0,66,5310512,1,,,,,,,1741010912,"2025-03-03,11:08:32",2025-03-03,39-66,NA
119,67,0,39,5385092,1,,,,,,,1741085492,"2025-03-04,07:51:32",2025-03-04,67-39,NA
120,39,0,66,5509228,1,,,,,,,1741209628,"2025-03-05,18:20:28",2025-03-05,39-66,NA
121,39,0,47,5539314,1,,,,,,,1741239714,"2025-03-06,02:41:54",2025-03-06,39-47,NA
122,41,1,65,5686004,1,5.0,5.0,,,,,1741386404,"2025-03-07,19:26:44",2025-03-07,41-65,NA
123,41,0,39,5691175,1,,,,,,,1741391575,"2025-03-07,20:52:55",2025-03-07,41-39,NA
124,41,0,39,5742139,1,,,,,,,1741442539,"2025-03-08,11:02:19",2025-03-08,41-39,NA
125,65,1,40,5766198,1,5.0,5.0,,,,,1741466598,"2025-03-08,17:43:18",2025-03-08,65-40,NA
126,40,0,0,5775248,1,,,,,,,1741475648,"2025-03-08,20:14:08",2025-03-08,40-0,NA
127,65,1,41,5830690,1,5.0,5.0,,,,,1741531090,"2025-03-09,11:38:10",2025-03-09,65-41,NA
128,41,1,39,5971021,1,5.0,5.0,,,,,1741671421,"2025-03-11,02:37:01",2025-03-11,41-39,NA
129,39,0,40,6040991,1,,,,,,,1741741391,"2025-03-11,22:03:11",2025-03-11,39-40,NA
130,67,0,39,6042993,1,,,,,,,1741743393,"2025-03-11,22:36:33",2025-03-11,67-39,NA
131,67,0,39,6049965,1,,,,,,,1741750365,"2025-03-12,00:32:45",2025-03-12,67-39,NA
132,40,1,41,6105265,1,5.0,5.0,,,,,1741805665,"2025-03-12,15:54:25",2025-03-12,40-41,NA
133,41,0,65,6165002,1,,,,,,,1741865402,"2025-03-13,08:30:02",2025-03-13,41-65,NA
134,47,0,39,6317557,1,,,,,,,1742017957,"2025-03-15,02:52:37",2025-03-15,47-39,NA
135,65,1,40,6482840,1,5.0,5.0,,,,,1742183240,"2025-03-17,00:47:20",2025-03-17,65-40,NA
136,40,1,0,6786345,1,5.0,5.0,,,,,1742486745,"2025-03-20,13:05:45",2025-03-20,40-0,NA
137,41,1,65,6855138,1,5.0,5.0,,,,,1742555538,"2025-03-21,08:12:18",2025-03-21,41-65,NA
138,47,0,39,7171539,1,,,,,,,1742871939,"2025-03-25,00:05:39",2025-03-25,47-39,NA
139,39,0,67,7312933,1,,,,,,,1743013333,"2025-03-26,15:22:13",2025-03-26,39-67,NA
140,41,0,40,7402620,1,,,,,,,1743103020,"2025-03-27,16:17:00",2025-03-27,41-40,NA
141,65,1,0,7414374,1,5.0,5.0,,,,,1743114774,"2025-03-27,19:32:54",2025-03-27,65-0,NA
142,40,1,39,7533645,1,5.0,5.0,,,,,1743234045,"2025-03-29,04:40:45",2025-03-29,40-39,NA
143,39,0,47,7781464,1,,,,,,,1743481864,"2025-04-01,01:31:04",2025-04-01,39-47,NA
144,40,0,65,7808457,1,,,,,,,1743508857,"2025-04-01,09:00:57",2025-04-01,40-65,NA
145,47,0,39,7819876,1,,,,,,,1743520276,"2025-04-01,12:11:16",2025-04-01,47-39,NA
146,41,0,65,7943328,1,,,,,,,1743643728,"2025-04-02,22:28:48",2025-04-02,41-65,NA
147,40,0,65,8044475,1,,,,,,,1743744875,"2025-04-04,02:34:35",2025-04-04,40-65,NA
148,39,0,67,8104116,1,,,,,,,1743804516,"2025-04-04,19:08:36",2025-04-04,39-67,NA
149,40,1,0,8119939,1,5.0,5.0,,,,,1743820339,"2025-04-04,23:32:19",2025-04-04,40-0,NA
150,47,0,67,8133038,1,,,,,,,1743833438,"2025-04-05,03:10:38",2025-04-05,47-67,NA
151,41,0,0,8185766,1,,,,,,,1743886166,"2025-04-05,17:49:26",2025-04-05,41-0,NA
152,39,0,67,8329065,1,,,,,,,1744029465,"2025-04-07,09:37:45",2025-04-07,39-67,NA
153,39,0,47,8343434,1,,,,,,,1744043834,"2025-04-07,13:37:14",2025-04-07,39-47,NA
154,67,0,39,8355747,1,,,,,,,1744056147,"2025-04-07,17:02:27",2025-04-07,67-39,NA
155,41,0,65,8362608,1,,,,,,,1744063008,"2025-04-07,18:56:48",2025-04-07,41-65,NA
156,39,0,47,8368424,1,,,,,,,1744068824,"2025-04-07,20:33:44",2025-04-07,39-47,NA
157,67,0,39,8417268,1,,,,,,,1744117668,"2025-04-08,10:07:48",2025-04-08,67-39,NA
158,39,0,67,8457147,1,,,,,,,1744157547,"2025-04-08,21:12:27",2025-04-08,39-67,NA
159,67,0,39,8476012,1,,,,,,,1744176412,"2025-04-09,02:26:52",2025-04-09,67-39,NA
160,41,0,65,8517950,1,,,,,,,1744218350,"2025-04-09,14:05:50",2025-04-09,41-65,NA
161,39,0,67,8734801,1,,,,,,,1744435201,"2025-04-12,02:20:01",2025-04-12,39-67,NA
162,40,1,39,8900010,1,5.0,5.0,,,,,1744600410,"2025-04-14,00:13:30",2025-04-14,40-39,NA
163,65,1,40,8903126,1,5.0,5.0,,,,,1744603526,"2025-04-14,01:05:26",2025-04-14,65-40,NA
164,47,0,39,8904333,1,,,,,,,1744604733,"2025-04-14,01:25:33",2025-04-14,47-39,NA
165,47,0,67,9000765,1,,,,,,,1744701165,"2025-04-15,04:12:45",2025-04-15,47-67,NA
166,47,0,39,9011916,1,,,,,,,1744712316,"2025-04-15,07:18:36",2025-04-15,47-39,NA
167,41,0,0,9046447,1,,,,,,,1744746847,"2025-04-15,16:54:07",2025-04-15,41-0,NA
168,39,0,47,9067046,1,,,,,,,1744767446,"2025-04-15,22:37:26",2025-04-15,39-47,NA
169,40,0,41,9105534,1,,,,,,,1744805934,"2025-04-16,09:18:54",2025-04-16,40-41,NA
170,65,1,39,9304539,1,5.0,5.0,,,,,1745004939,"2025-04-18,16:35:39",2025-04-18,65-39,NA
171,39,0,47,9383841,1,,,,,,,1745084241,"2025-04-19,14:37:21",2025-04-19,39-47,NA
172,40,0,0,9393786,1,,,,,,,1745094186,"2025-04-19,17:23:06",2025-04-19,40-0,NA
173,67,2,657187,9519349,300,,,,,,,1745219749,"2025-04-21,04:15:49",2025-04-21,67-657187,NA
174,39,3,657187,9519349,300,,,,,,,1745219749,"2025-04-21,04:15:49",2025-04-21,39-657187,NA
175,47,0,39,9719464,1,,,,,,,1745419864,"2025-04-23,11:51:04",2025-04-23,47-39,NA
176,47,0,67,9726589,1,,,,,,,1745426989,"2025-04-23,13:49:49",2025-04-23,47-67,NA
177,39,0,47,9736761,1,,,,,,,1745437161,"2025-04-23,16:39:21",2025-04-23,39-47,NA
178,39,0,67,10119416,1,,,,,,,1745819816,"2025-04-28,02:56:56",2025-04-28,39-67,NA
179,47,0,39,10213514,1,,,,,,,1745913914,"2025-04-29,05:05:14",2025-04-29,47-39,NA
180,67,0,39,10297266,1,,,,,,,1745997666,"2025-04-30,04:21:06",2025-04-30,67-39,NA
181,47,0,67,10330246,1,,,,,,,1746030646,"2025-04-30,13:30:46",2025-04-30,47-67,NA
182,39,0,67,10872933,1,,,,,,,1746573333,"2025-05-06,20:15:33",2025-05-06,39-67,NA
183,47,0,67,11077036,1,,,,,,,1746777436,"2025-05-09,04:57:16",2025-05-09,47-67,NA
184,47,0,39,11199155,1,,,,,,,1746899555,"2025-05-10,14:52:35",2025-05-10,47-39,NA
185,67,2,657187,11623738,100,,,,,,,1747324138,"2025-05-15,12:48:58",2025-05-15,67-657187,NA
186,39,3,657187,11623738,100,,,,,,,1747324138,"2025-05-15,12:48:58",2025-05-15,39-657187,NA
187,78,6,81,11773606,2,3.0,1.0,,,,,1747474006,"2025-05-17,06:26:46",2025-05-17,78-81,NA
188,67,2,657187,11775168,100,,,,,,,1747475568,"2025-05-17,06:52:48",2025-05-17,67-657187,NA
189,39,3,657187,11775168,100,,,,,,,1747475568,"2025-05-17,06:52:48",2025-05-17,39-657187,NA
190,67,0,39,11816688,1,,,,,,,1747517088,"2025-05-17,18:24:48",2025-05-17,67-39,NA
191,39,0,67,11880804,1,,,,,,,1747581204,"2025-05-18,12:13:24",2025-05-18,39-67,NA
192,80,6,70,12292006,1,4.0,3.0,,,,,1747992406,"2025-05-23,06:26:46",2025-05-23,80-70,NA
193,80,6,81,12292006,3,3.0,1.0,,,,,1747992406,"2025-05-23,06:26:46",2025-05-23,80-81,NA
194,27,1,34,12319485,1,5.0,5.0,,,,,1748019885,"2025-05-23,14:04:45",2025-05-23,27-34,NA
195,43,1,37,12329138,1,3.0,5.0,,,,,1748029538,"2025-05-23,16:45:38",2025-05-23,43-37,NA
196,47,0,39,12334140,1,,,,,,,1748034540,"2025-05-23,18:09:00",2025-05-23,47-39,NA
197,67,0,39,12337839,1,,,,,,,1748038239,"2025-05-23,19:10:39",2025-05-23,67-39,NA
198,34,1,37,12339486,1,5.0,5.0,,,,,1748039886,"2025-05-23,19:38:06",2025-05-23,34-37,NA
199,27,1,41,12343663,1,5.0,5.0,,,,,1748044063,"2025-05-23,20:47:43",2025-05-23,27-41,NA
200,27,1,56,12346487,1,5.0,0.0,,,,,1748046887,"2025-05-23,21:34:47",2025-05-23,27-56,NA
201,27,1,56,12358432,1,5.0,0.0,,,,,1748058832,"2025-05-24,00:53:52",2025-05-24,27-56,NA
202,41,1,34,12375838,1,5.0,5.0,,,,,1748076238,"2025-05-24,05:43:58",2025-05-24,41-34,NA
203,41,1,43,12376404,1,5.0,3.0,,,,,1748076804,"2025-05-24,05:53:24",2025-05-24,41-43,NA
204,57,0,27,12384573,1,,,,,,,1748084973,"2025-05-24,08:09:33",2025-05-24,57-27,NA
205,43,1,27,12391413,1,3.0,5.0,,,,,1748091813,"2025-05-24,10:03:33",2025-05-24,43-27,NA
206,58,0,37,12417098,1,,,,,,,1748117498,"2025-05-24,17:11:38",2025-05-24,58-37,NA
207,63,1,27,12430499,1,4.0,5.0,,,,,1748130899,"2025-05-24,20:54:59",2025-05-24,63-27,NA
208,41,1,57,12446577,1,5.0,0.0,,,,,1748146977,"2025-05-25,01:22:57",2025-05-25,41-57,NA
209,27,1,34,12458588,1,5.0,5.0,,,,,1748158988,"2025-05-25,04:43:08",2025-05-25,27-34,NA
210,77,6,70,12464806,1,4.0,3.0,,,,,1748165206,"2025-05-25,06:26:46",2025-05-25,77-70,NA
211,56,1,43,12466742,1,0.0,3.0,,,,,1748167142,"2025-05-25,06:59:02",2025-05-25,56-43,NA
212,63,0,34,12467201,1,,,,,,,1748167601,"2025-05-25,07:06:41",2025-05-25,63-34,NA
213,37,0,56,12467442,1,,,,,,,1748167842,"2025-05-25,07:10:42",2025-05-25,37-56,NA
214,58,0,43,12471153,1,,,,,,,1748171553,"2025-05-25,08:12:33",2025-05-25,58-43,NA
215,56,0,47,12477797,1,,,,,,,1748178197,"2025-05-25,10:03:17",2025-05-25,56-47,NA
216,63,1,37,12483241,1,4.0,5.0,,,,,1748183641,"2025-05-25,11:34:01",2025-05-25,63-37,NA
217,37,0,58,12488631,1,,,,,,,1748189031,"2025-05-25,13:03:51",2025-05-25,37-58,NA
218,56,1,37,12492175,1,0.0,5.0,,,,,1748192575,"2025-05-25,14:02:55",2025-05-25,56-37,NA
219,56,1,63,12508322,1,0.0,4.0,,,,,1748208722,"2025-05-25,18:32:02",2025-05-25,56-63,NA
220,34,1,43,12521043,1,5.0,3.0,,,,,1748221443,"2025-05-25,22:04:03",2025-05-25,34-43,NA
221,58,1,56,12535750,1,4.0,0.0,,,,,1748236150,"2025-05-26,02:09:10",2025-05-26,58-56,NA
222,57,0,43,12545708,1,,,,,,,1748246108,"2025-05-26,04:55:08",2025-05-26,57-43,NA
223,41,1,34,12548499,1,5.0,5.0,,,,,1748248899,"2025-05-26,05:41:39",2025-05-26,41-34,NA
224,47,1,27,12620617,1,3.0,5.0,,,,,1748321017,"2025-05-27,01:43:37",2025-05-27,47-27,NA
225,79,6,81,12637606,1,3.0,1.0,,,,,1748338006,"2025-05-27,06:26:46",2025-05-27,79-81,NA
226,56,1,34,12646634,1,0.0,5.0,,,,,1748347034,"2025-05-27,08:57:14",2025-05-27,56-34,NA
227,37,0,45,12661428,1,,,,,,,1748361828,"2025-05-27,13:03:48",2025-05-27,37-45,NA
228,56,1,63,12665017,1,0.0,4.0,,,,,1748365417,"2025-05-27,14:03:37",2025-05-27,56-63,NA
229,56,1,47,12699877,1,0.0,3.0,,,,,1748400277,"2025-05-27,23:44:37",2025-05-27,56-47,NA
230,41,0,63,12721308,1,,,,,,,1748421708,"2025-05-28,05:41:48",2025-05-28,41-63,NA
231,56,1,34,12734459,1,0.0,5.0,,,,,1748434859,"2025-05-28,09:20:59",2025-05-28,56-34,NA
232,27,1,47,12738227,1,5.0,3.0,,,,,1748438627,"2025-05-28,10:23:47",2025-05-28,27-47,NA
233,41,1,47,12783297,1,5.0,3.0,,,,,1748483697,"2025-05-28,22:54:57",2025-05-28,41-47,NA
234,41,1,57,12789587,1,5.0,0.0,,,,,1748489987,"2025-05-29,00:39:47",2025-05-29,41-57,NA
235,27,1,47,12790263,1,5.0,3.0,,,,,1748490663,"2025-05-29,00:51:03",2025-05-29,27-47,NA
236,41,0,45,12791955,1,,,,,,,1748492355,"2025-05-29,01:19:15",2025-05-29,41-45,NA
237,41,1,56,12794809,1,5.0,0.0,,,,,1748495209,"2025-05-29,02:06:49",2025-05-29,41-56,NA
238,41,0,43,12804335,1,,,,,,,1748504735,"2025-05-29,04:45:35",2025-05-29,41-43,NA
239,37,0,43,12810402,1,,,,,,,1748510802,"2025-05-29,06:26:42",2025-05-29,37-43,NA
240,37,0,27,12813075,1,,,,,,,1748513475,"2025-05-29,07:11:15",2025-05-29,37-27,NA
241,56,0,58,12832501,1,,,,,,,1748532901,"2025-05-29,12:35:01",2025-05-29,56-58,NA
242,47,1,27,12833985,1,3.0,5.0,,,,,1748534385,"2025-05-29,12:59:45",2025-05-29,47-27,NA
243,63,0,45,12855970,1,,,,,,,1748556370,"2025-05-29,19:06:10",2025-05-29,63-45,NA
244,63,0,56,12880849,1,,,,,,,1748581249,"2025-05-30,02:00:49",2025-05-30,63-56,NA
245,47,1,57,12881945,1,3.0,0.0,,,,,1748582345,"2025-05-30,02:19:05",2025-05-30,47-57,NA
246,47,1,45,12891925,1,3.0,3.0,,,,,1748592325,"2025-05-30,05:05:25",2025-05-30,47-45,NA
247,57,0,43,12907759,1,,,,,,,1748608159,"2025-05-30,09:29:19",2025-05-30,57-43,NA
248,34,1,63,12917489,1,5.0,4.0,,,,,1748617889,"2025-05-30,12:11:29",2025-05-30,34-63,NA
